Order_id,Date,Product,Category,Units_Sold,Price,Revenue,Discount,Units_Returned,Location,Platform,Return_flag,Return_Flag,Category_encoded,Platform_encoded,Location_encoded,Return_Prob
139,20-01-2020,Creatine,Performance,148,54.31,8037.88,0.15,1,UK,iHerb,1,1,6,2,1,0.7676265023532968
140,20-01-2020,Zinc,Mineral,147,10.16,1493.52,0.15,1,USA,iHerb,1,1,4,2,2,0.7930277970211062
141,20-01-2020,Collagen Peptides,Protein,161,39.41,6345.01,0.12,2,UK,Walmart,1,1,7,1,1,0.7721503065660477
142,20-01-2020,Magnesium,Mineral,126,38.07,4796.82,0.14,1,Canada,Amazon,1,1,4,0,0,0.7574551078645698
143,20-01-2020,Ashwagandha,Herbal,156,23.49,3664.44,0.21,1,Canada,iHerb,1,1,2,2,0,0.76572059146957
144,20-01-2020,Melatonin,Sleep Aid,128,26.71,3418.88,0.2,2,Canada,iHerb,1,1,8,2,0,0.7686665393101761
145,20-01-2020,Biotin,Vitamin,161,32.01,5153.61,0.04,1,Canada,Amazon,1,1,9,0,0,0.7644308360256874
146,20-01-2020,Green Tea Extract,Fat Burner,148,21.03,3112.44,0.15,2,UK,Walmart,1,1,1,1,1,0.7748685232272616
147,20-01-2020,Iron Supplement,Mineral,155,41.81,6480.55,0.2,0,UK,iHerb,0,0,4,2,1,0.7706006299358218
148,20-01-2020,Electrolyte Powder,Hydration,147,29.19,4290.93,0.14,2,USA,Amazon,1,1,3,0,2,0.7812483408582431
149,27-01-2020,Whey Protein,Protein,137,26.73,3662.01,0.01,0,UK,Amazon,0,0,7,0,1,0.7759300243181096
150,27-01-2020,Vitamin C,Vitamin,163,35.9,5851.7,0.07,4,UK,iHerb,1,1,9,2,1,0.7775615890713826
151,27-01-2020,Fish Oil,Omega,141,53.64,7563.24,0.21,0,Canada,iHerb,0,0,5,2,0,0.7557927113556688
152,27-01-2020,Multivitamin,Vitamin,162,34.15,5532.3,0.03,0,UK,iHerb,0,0,9,2,1,0.7786344242717521
153,27-01-2020,Pre-Workout,Performance,158,31.84,5030.72,0.18,2,USA,iHerb,1,1,6,2,2,0.7861140646596378
154,27-01-2020,BCAA,Amino Acid,136,16.77,2280.72,0.19,2,USA,iHerb,1,1,0,2,2,0.7876999092917157
155,27-01-2020,Creatine,Performance,180,12.85,2313.0,0.07,1,USA,Walmart,1,1,6,1,2,0.7920107928034096
156,27-01-2020,Zinc,Mineral,140,47.97,6715.8,0.11,2,UK,iHerb,1,1,4,2,1,0.7691597382617964
157,27-01-2020,Collagen Peptides,Protein,126,11.68,1471.68,0.02,3,Canada,Walmart,1,1,7,1,0,0.773450130111204
158,27-01-2020,Magnesium,Mineral,135,30.55,4124.25,0.09,3,USA,Amazon,1,1,4,0,2,0.7819009864527837
159,27-01-2020,Ashwagandha,Herbal,174,30.94,5383.56,0.07,2,Canada,Amazon,1,1,2,0,0,0.7596768600198032
160,27-01-2020,Melatonin,Sleep Aid,156,38.27,5970.12,0.12,4,UK,iHerb,1,1,8,2,1,0.7754806088785289
161,27-01-2020,Biotin,Vitamin,154,15.7,2417.8,0.04,1,UK,Walmart,1,1,9,1,1,0.7832708662748418
162,27-01-2020,Green Tea Extract,Fat Burner,141,38.06,5366.46,0.13,0,UK,iHerb,0,0,1,2,1,0.7707603878784167
163,27-01-2020,Iron Supplement,Mineral,165,13.38,2207.7,0.18,2,USA,iHerb,1,1,4,2,2,0.7915734884636292
164,27-01-2020,Electrolyte Powder,Hydration,129,34.23,4415.67,0.04,3,Canada,Amazon,1,1,3,0,0,0.7593856872038074
165,03-02-2020,Whey Protein,Protein,165,33.11,5463.15,0.1,2,Canada,iHerb,1,1,7,2,0,0.7665457904076712
166,03-02-2020,Vitamin C,Vitamin,152,35.63,5415.76,0.2,1,UK,Amazon,1,1,9,0,1,0.7718792966376602
167,03-02-2020,Fish Oil,Omega,138,18.24,2517.12,0.08,2,UK,Amazon,1,1,5,0,1,0.7771059265133609
168,03-02-2020,Multivitamin,Vitamin,151,53.89,8137.39,0.22,3,UK,Amazon,1,1,9,0,1,0.7645472174906389
169,03-02-2020,Pre-Workout,Performance,140,59.25,8295.0,0.19,0,UK,Amazon,0,0,6,0,1,0.7606680252346054
170,03-02-2020,BCAA,Amino Acid,126,55.46,6987.96,0.13,1,USA,iHerb,1,1,0,2,2,0.7738110229131818
171,03-02-2020,Creatine,Performance,132,51.11,6746.52,0.1,2,Canada,Amazon,1,1,6,0,0,0.7540352932816429
172,03-02-2020,Zinc,Mineral,184,36.17,6655.28,0.07,3,Canada,Amazon,1,1,4,0,0,0.7589817826872667
173,03-02-2020,Collagen Peptides,Protein,153,49.9,7634.7,0.1,3,UK,Amazon,1,1,7,0,1,0.7660256830884141
174,03-02-2020,Magnesium,Mineral,151,44.79,6763.29,0.2,1,Canada,Amazon,1,1,4,0,0,0.7540794315925802
175,03-02-2020,Ashwagandha,Herbal,135,19.21,2593.35,0.22,2,UK,Amazon,1,1,2,0,1,0.7732837424982272
176,03-02-2020,Melatonin,Sleep Aid,135,40.76,5502.6,0.02,3,Canada,iHerb,1,1,8,2,0,0.7650812190713918
177,03-02-2020,Biotin,Vitamin,162,58.36,9454.32,0.1,5,UK,Amazon,1,1,9,0,1,0.764070526332783
178,03-02-2020,Green Tea Extract,Fat Burner,156,18.3,2854.8,0.22,1,UK,iHerb,1,1,1,2,1,0.7773910437482917
179,03-02-2020,Iron Supplement,Mineral,136,37.99,5166.64,0.13,2,USA,Amazon,1,1,4,0,2,0.7786996082659717
180,03-02-2020,Electrolyte Powder,Hydration,168,46.57,7823.76,0.05,3,Canada,iHerb,1,1,3,2,0,0.758982087243339
181,10-02-2020,Whey Protein,Protein,163,45.51,7418.13,0.08,1,UK,iHerb,1,1,7,2,1,0.7724542061160844
182,10-02-2020,Vitamin C,Vitamin,163,27.89,4546.07,0.12,3,UK,Amazon,1,1,9,0,1,0.775679910963819
183,10-02-2020,Fish Oil,Omega,144,45.6,6566.4,0.21,0,Canada,Amazon,0,0,5,0,0,0.7543493296978296
184,10-02-2020,Multivitamin,Vitamin,140,27.4,3836.0,0.11,2,UK,Walmart,1,1,9,1,1,0.7781711649292354
185,10-02-2020,Pre-Workout,Performance,155,27.62,4281.1,0.21,1,USA,iHerb,1,1,6,2,2,0.7873650372287553
186,10-02-2020,BCAA,Amino Acid,134,26.26,3518.84,0.17,0,UK,Amazon,0,0,0,0,1,0.7697381654856007
187,10-02-2020,Creatine,Performance,137,21.36,2926.32,0.21,1,Canada,iHerb,1,1,6,2,0,0.7692831732748735
188,10-02-2020,Zinc,Mineral,155,35.63,5522.65,0.08,1,UK,Amazon,1,1,4,0,1,0.7697625302310793
189,10-02-2020,Collagen Peptides,Protein,155,53.56,8301.8,0.19,2,UK,Walmart,1,1,7,1,1,0.7659061904113043
190,10-02-2020,Magnesium,Mineral,156,55.36,8636.16,0.17,2,UK,iHerb,1,1,4,2,1,0.7656334285721054
191,10-02-2020,Ashwagandha,Herbal,132,33.02,4358.64,0.22,1,USA,iHerb,1,1,2,2,2,0.7826868637652891
192,10-02-2020,Melatonin,Sleep Aid,146,15.54,2268.84,0.11,0,Canada,Amazon,0,0,8,0,0,0.7694493181105406
193,10-02-2020,Biotin,Vitamin,142,24.61,3494.62,0.23,2,UK,iHerb,1,1,9,2,1,0.7801796480393678
194,10-02-2020,Green Tea Extract,Fat Burner,162,58.14,9418.68,0.18,1,UK,Walmart,1,1,1,1,1,0.7600497245111276
195,10-02-2020,Iron Supplement,Mineral,163,53.64,8743.32,0.03,2,USA,Walmart,1,1,4,1,2,0.7759970589974482
196,10-02-2020,Electrolyte Powder,Hydration,151,22.09,3335.59,0.0,1,USA,Amazon,1,1,3,0,2,0.7853024372649722
197,17-02-2020,Whey Protein,Protein,143,24.86,3554.98,0.07,2,Canada,iHerb,1,1,7,2,0,0.770079781583798
198,17-02-2020,Vitamin C,Vitamin,165,39.66,6543.9,0.22,0,Canada,iHerb,0,0,9,2,0,0.7640604228148196
199,17-02-2020,Fish Oil,Omega,129,49.73,6415.17,0.01,1,Canada,Walmart,1,1,5,1,0,0.7572224812962933
200,17-02-2020,Multivitamin,Vitamin,151,51.57,7787.07,0.15,0,USA,Amazon,0,0,9,0,2,0.7766585781929367
201,17-02-2020,Pre-Workout,Performance,131,43.46,5693.26,0.21,3,USA,Walmart,1,1,6,1,2,0.7793219417483753
202,17-02-2020,BCAA,Amino Acid,152,31.52,4791.04,0.08,1,UK,Amazon,1,1,0,0,1,0.7686441744591149
203,17-02-2020,Creatine,Performance,160,54.63,8740.8,0.11,2,UK,Amazon,1,1,6,0,1,0.7633664189110276
204,17-02-2020,Zinc,Mineral,155,45.13,6995.15,0.06,1,USA,iHerb,1,1,4,2,2,0.7810929256590715
205,17-02-2020,Collagen Peptides,Protein,132,34.38,4538.16,0.16,3,Canada,Walmart,1,1,7,1,0,0.763117813224859
206,17-02-2020,Magnesium,Mineral,154,35.31,5437.74,0.16,0,USA,Amazon,0,0,4,0,2,0.7794024903328671
207,17-02-2020,Ashwagandha,Herbal,141,33.62,4740.42,0.01,0,USA,iHerb,0,0,2,2,2,0.7845835195197112
208,17-02-2020,Melatonin,Sleep Aid,144,19.8,2851.2,0.15,1,USA,iHerb,1,1,8,2,2,0.7920723628870706
209,17-02-2020,Biotin,Vitamin,139,10.28,1428.92,0.0,0,USA,Walmart,0,0,9,1,2,0.7954929062861187
210,17-02-2020,Green Tea Extract,Fat Burner,117,26.94,3151.98,0.2,1,Canada,Amazon,1,1,1,0,0,0.7591646663831157
211,17-02-2020,Iron Supplement,Mineral,150,56.59,8488.5,0.1,0,UK,Amazon,0,0,4,0,1,0.7613105293109861
212,17-02-2020,Electrolyte Powder,Hydration,154,27.26,4198.04,0.13,3,Canada,Amazon,1,1,3,0,0,0.7611912275944451
213,24-02-2020,Whey Protein,Protein,150,59.64,8946.0,0.03,1,UK,Walmart,1,1,7,1,1,0.7652257867068273
214,24-02-2020,Vitamin C,Vitamin,146,30.55,4460.3,0.23,2,UK,iHerb,1,1,9,2,1,0.7779405525346302
215,24-02-2020,Fish Oil,Omega,154,51.19,7883.26,0.24,3,USA,Amazon,1,1,5,0,2,0.7732007822177903
216,24-02-2020,Multivitamin,Vitamin,123,12.98,1596.54,0.15,2,USA,Walmart,1,1,9,1,2,0.7930677839324274
217,24-02-2020,Pre-Workout,Performance,133,32.81,4363.73,0.09,0,Canada,Amazon,0,0,6,0,0,0.7615004547948668
218,24-02-2020,BCAA,Amino Acid,147,13.55,1991.85,0.02,1,UK,Amazon,1,1,0,0,1,0.7761895187587541
219,24-02-2020,Creatine,Performance,175,43.93,7687.75,0.09,2,UK,Amazon,1,1,6,0,1,0.767785482541023
220,24-02-2020,Zinc,Mineral,170,53.68,9125.6,0.18,0,UK,iHerb,0,0,4,2,1,0.7661863543293043
221,24-02-2020,Collagen Peptides,Protein,169,36.7,6202.3,0.04,0,Canada,iHerb,0,0,7,2,0,0.765777103034318
222,24-02-2020,Magnesium,Mineral,147,34.3,5042.1,0.14,0,UK,iHerb,0,0,4,2,1,0.7741202121799693
223,24-02-2020,Ashwagandha,Herbal,133,27.16,3612.28,0.18,2,UK,iHerb,1,1,2,2,1,0.7750988453257033
224,24-02-2020,Melatonin,Sleep Aid,164,31.5,5166.0,0.17,1,Canada,iHerb,1,1,8,2,0,0.767115132511635
225,24-02-2020,Biotin,Vitamin,143,32.32,4621.76,0.2,2,USA,iHerb,1,1,9,2,2,0.7876624934097056
226,24-02-2020,Green Tea Extract,Fat Burner,147,39.11,5749.17,0.09,2,UK,iHerb,1,1,1,2,1,0.7707747926855847
227,24-02-2020,Iron Supplement,Mineral,158,28.73,4539.34,0.04,1,UK,Amazon,1,1,4,0,1,0.7728479719141403
228,24-02-2020,Electrolyte Powder,Hydration,135,27.29,3684.15,0.04,0,Canada,Amazon,0,0,3,0,0,0.7621518024838859
229,02-03-2020,Whey Protein,Protein,155,27.03,4189.65,0.02,1,Canada,Amazon,1,1,7,0,0,0.7652306009066489
230,02-03-2020,Vitamin C,Vitamin,143,40.29,5761.47,0.09,0,Canada,iHerb,0,0,9,2,0,0.765204782917711
231,02-03-2020,Fish Oil,Omega,157,34.28,5381.96,0.01,1,Canada,iHerb,1,1,5,2,0,0.7656758093939091
232,02-03-2020,Multivitamin,Vitamin,184,11.95,2198.8,0.01,1,UK,iHerb,1,1,9,2,1,0.7871003173106867
233,02-03-2020,Pre-Workout,Performance,136,47.81,6502.16,0.11,1,USA,Walmart,1,1,6,1,2,0.7787066866356734
234,02-03-2020,BCAA,Amino Acid,169,57.8,9768.2,0.08,3,Canada,Amazon,1,1,0,0,0,0.7472199518292216
235,02-03-2020,Creatine,Performance,154,59.2,9116.8,0.07,4,Canada,iHerb,1,1,6,2,0,0.7557894469188229
236,02-03-2020,Zinc,Mineral,146,27.02,3944.92,0.14,0,UK,Amazon,0,0,4,0,1,0.7724601731918227
237,02-03-2020,Collagen Peptides,Protein,152,48.1,7311.2,0.21,1,UK,Amazon,1,1,7,0,1,0.7655583161001503
238,02-03-2020,Magnesium,Mineral,143,19.73,2821.39,0.01,1,USA,Amazon,1,1,4,0,2,0.7867150114308056
239,02-03-2020,Ashwagandha,Herbal,152,39.02,5931.04,0.03,1,USA,Amazon,1,1,2,0,2,0.7780175893199502
240,02-03-2020,Melatonin,Sleep Aid,154,30.09,4633.86,0.25,3,Canada,Amazon,1,1,8,0,0,0.7622411917906851
241,02-03-2020,Biotin,Vitamin,154,41.03,6318.62,0.05,1,UK,Amazon,1,1,9,0,1,0.7713687610646319
242,02-03-2020,Green Tea Extract,Fat Burner,151,58.2,8788.2,0.23,2,USA,Walmart,1,1,1,1,2,0.7701436790640297
243,02-03-2020,Iron Supplement,Mineral,151,16.53,2496.03,0.2,0,UK,Amazon,0,0,4,0,1,0.7758522585562515
244,02-03-2020,Electrolyte Powder,Hydration,161,53.85,8669.85,0.24,0,USA,Amazon,0,0,3,0,2,0.7708289824554839
245,09-03-2020,Whey Protein,Protein,149,34.17,5091.33,0.22,2,USA,Walmart,1,1,7,1,2,0.7833496355235842
246,09-03-2020,Vitamin C,Vitamin,145,20.16,2923.2,0.19,1,Canada,iHerb,1,1,9,2,0,0.7719864412948608
247,09-03-2020,Fish Oil,Omega,150,38.86,5829.0,0.22,4,UK,Walmart,1,1,5,1,1,0.7699616651014968
248,09-03-2020,Multivitamin,Vitamin,147,48.23,7089.81,0.14,4,UK,Walmart,1,1,9,1,1,0.7698805718239895
249,09-03-2020,Pre-Workout,Performance,138,52.7,7272.6,0.11,3,Canada,Amazon,1,1,6,0,0,0.7532782990175989
250,09-03-2020,BCAA,Amino Acid,168,54.17,9100.56,0.11,2,Canada,Amazon,1,1,0,0,0,0.7483824334754875
251,09-03-2020,Creatine,Performance,154,10.96,1687.84,0.12,2,USA,Amazon,1,1,6,0,2,0.7901028559158965
252,09-03-2020,Zinc,Mineral,158,16.72,2641.76,0.07,1,USA,iHerb,1,1,4,2,2,0.7914469543507373
253,09-03-2020,Collagen Peptides,Protein,162,20.54,3327.48,0.24,0,UK,Amazon,0,0,7,0,1,0.7759065846152309
254,09-03-2020,Magnesium,Mineral,163,10.72,1747.36,0.18,3,UK,iHerb,1,1,4,2,1,0.7826171246560165
255,09-03-2020,Ashwagandha,Herbal,159,47.67,7579.53,0.19,2,Canada,iHerb,1,1,2,2,0,0.7563071966388225
256,09-03-2020,Melatonin,Sleep Aid,160,40.68,6508.8,0.02,1,UK,Walmart,1,1,8,1,1,0.7733788655208894
257,09-03-2020,Biotin,Vitamin,128,30.36,3886.08,0.02,1,USA,Walmart,1,1,9,1,2,0.7880470638787618
258,09-03-2020,Green Tea Extract,Fat Burner,132,57.38,7574.16,0.02,3,USA,Amazon,1,1,1,0,2,0.7704250353092014
259,09-03-2020,Iron Supplement,Mineral,151,13.84,2089.84,0.13,2,Canada,iHerb,1,1,4,2,0,0.7716847322737445
260,09-03-2020,Electrolyte Powder,Hydration,158,13.65,2156.7,0.1,1,Canada,Amazon,1,1,3,0,0,0.7668864655202557
261,16-03-2020,Whey Protein,Protein,140,50.17,7023.8,0.23,1,Canada,iHerb,1,1,7,2,0,0.7583782437621855
262,16-03-2020,Vitamin C,Vitamin,169,33.82,5715.58,0.06,2,Canada,Walmart,1,1,9,1,0,0.7657880049188186
263,16-03-2020,Fish Oil,Omega,145,16.15,2341.75,0.22,1,Canada,Amazon,1,1,5,0,0,0.7659971768960535
264,16-03-2020,Multivitamin,Vitamin,148,41.24,6103.52,0.02,2,UK,Amazon,1,1,9,0,1,0.7716025061876323
265,16-03-2020,Pre-Workout,Performance,140,51.13,7158.2,0.2,1,USA,Walmart,1,1,6,1,2,0.776522921141201
266,16-03-2020,BCAA,Amino Acid,151,48.77,7364.27,0.07,1,UK,Amazon,1,1,0,0,1,0.7619661097770996
267,16-03-2020,Creatine,Performance,142,41.48,5890.16,0.01,2,Canada,Amazon,1,1,6,0,0,0.7589072994545069
268,16-03-2020,Zinc,Mineral,143,35.56,5085.08,0.01,1,USA,Amazon,1,1,4,0,2,0.7808401570443289
269,16-03-2020,Collagen Peptides,Protein,158,51.97,8211.26,0.0,1,Canada,iHerb,1,1,7,2,0,0.760160138201002
270,16-03-2020,Magnesium,Mineral,159,15.09,2399.31,0.09,1,Canada,iHerb,1,1,4,2,0,0.7716219203705318
271,16-03-2020,Ashwagandha,Herbal,164,49.45,8109.8,0.22,1,Canada,iHerb,1,1,2,2,0,0.7552580777692166
272,16-03-2020,Melatonin,Sleep Aid,170,58.2,9894.0,0.02,2,Canada,Amazon,1,1,8,0,0,0.7534571440036388
273,16-03-2020,Biotin,Vitamin,150,41.64,6246.0,0.18,0,UK,iHerb,0,0,9,2,1,0.774237335846638
274,16-03-2020,Green Tea Extract,Fat Burner,136,43.32,5891.52,0.24,2,UK,Walmart,1,1,1,1,1,0.7652778314529831
275,16-03-2020,Iron Supplement,Mineral,178,24.9,4432.2,0.03,3,UK,iHerb,1,1,4,2,1,0.7788294649328595
276,16-03-2020,Electrolyte Powder,Hydration,155,28.0,4340.0,0.24,1,USA,Amazon,1,1,3,0,2,0.7806758930149126
277,23-03-2020,Whey Protein,Protein,148,20.44,3025.12,0.09,1,UK,Walmart,1,1,7,1,1,0.7796835341740833
278,23-03-2020,Vitamin C,Vitamin,147,52.52,7720.44,0.05,2,Canada,Amazon,1,1,9,0,0,0.7561367897643185
279,23-03-2020,Fish Oil,Omega,149,20.79,3097.71,0.17,2,Canada,iHerb,1,1,5,2,0,0.7692484220145954
280,23-03-2020,Multivitamin,Vitamin,142,42.58,6046.36,0.18,1,Canada,Amazon,1,1,9,0,0,0.7587145778679382
281,23-03-2020,Pre-Workout,Performance,155,45.66,7077.3,0.05,3,Canada,Walmart,1,1,6,1,0,0.7591214713341268
282,23-03-2020,BCAA,Amino Acid,142,12.9,1831.8,0.03,1,UK,Walmart,1,1,0,1,1,0.7785319094369401
283,23-03-2020,Creatine,Performance,141,10.73,1512.93,0.09,1,UK,iHerb,1,1,6,2,1,0.7848182309617843
284,23-03-2020,Zinc,Mineral,147,30.21,4440.87,0.13,2,UK,Amazon,1,1,4,0,1,0.7713349285241093
285,23-03-2020,Collagen Peptides,Protein,156,48.7,7597.2,0.19,1,Canada,Amazon,1,1,7,0,0,0.7547293323512746
286,23-03-2020,Magnesium,Mineral,162,23.28,3771.36,0.0,1,UK,iHerb,1,1,4,2,1,0.7797468279561175
287,23-03-2020,Ashwagandha,Herbal,160,27.4,4384.0,0.09,0,USA,Amazon,0,0,2,0,2,0.7817727655825651
288,23-03-2020,Melatonin,Sleep Aid,143,58.71,8395.53,0.21,0,Canada,iHerb,0,0,8,2,0,0.7558613729198946
289,23-03-2020,Biotin,Vitamin,168,49.02,8235.36,0.11,1,USA,Amazon,1,1,9,0,2,0.7780372331932247
290,23-03-2020,Green Tea Extract,Fat Burner,143,21.41,3061.63,0.06,1,Canada,Amazon,1,1,1,0,0,0.7628827423718412
291,23-03-2020,Iron Supplement,Mineral,159,12.89,2049.51,0.24,4,USA,Amazon,1,1,4,0,2,0.7869311661830214
292,23-03-2020,Electrolyte Powder,Hydration,151,13.78,2080.78,0.09,1,UK,Amazon,1,1,3,0,1,0.7773694294919152
293,30-03-2020,Whey Protein,Protein,138,41.12,5674.56,0.2,1,Canada,iHerb,1,1,7,2,0,0.7623150777015835
294,30-03-2020,Vitamin C,Vitamin,135,41.8,5643.0,0.1,2,Canada,Amazon,1,1,9,0,0,0.7598970829678381
295,30-03-2020,Fish Oil,Omega,141,55.87,7877.67,0.07,1,USA,Amazon,1,1,5,0,2,0.7731780142586219
296,30-03-2020,Multivitamin,Vitamin,168,13.11,2202.48,0.04,0,UK,Amazon,0,0,9,0,1,0.7820744068649463
297,30-03-2020,Pre-Workout,Performance,155,16.71,2590.05,0.24,1,USA,Amazon,1,1,6,0,2,0.786811161430989
298,30-03-2020,BCAA,Amino Acid,140,43.98,6157.2,0.02,1,UK,Walmart,1,1,0,1,1,0.7666805240566122
299,30-03-2020,Creatine,Performance,162,37.33,6047.46,0.11,0,USA,Amazon,0,0,6,0,2,0.7804671006893948
300,30-03-2020,Zinc,Mineral,136,20.46,2782.56,0.01,2,USA,Amazon,1,1,4,0,2,0.7864466354600416
301,30-03-2020,Collagen Peptides,Protein,165,58.03,9574.95,0.05,4,Canada,iHerb,1,1,7,2,0,0.7571854056893367
302,30-03-2020,Magnesium,Mineral,141,39.68,5594.88,0.02,2,UK,iHerb,1,1,4,2,1,0.77330799401091
303,30-03-2020,Ashwagandha,Herbal,160,33.85,5416.0,0.18,1,USA,Walmart,1,1,2,1,2,0.7806144288391218
304,30-03-2020,Melatonin,Sleep Aid,155,18.13,2810.15,0.14,2,UK,iHerb,1,1,8,2,1,0.7828643181065155
305,30-03-2020,Biotin,Vitamin,150,10.45,1567.5,0.09,3,UK,Amazon,1,1,9,0,1,0.7825596025941246
306,30-03-2020,Green Tea Extract,Fat Burner,140,21.1,2954.0,0.08,3,USA,iHerb,1,1,1,2,2,0.7878487452284048
307,30-03-2020,Iron Supplement,Mineral,158,31.44,4967.52,0.01,1,UK,iHerb,1,1,4,2,1,0.7765591289435693
308,30-03-2020,Electrolyte Powder,Hydration,156,24.44,3812.64,0.1,3,USA,Amazon,1,1,3,0,2,0.7834251811766061
309,06-04-2020,Whey Protein,Protein,160,29.62,4739.2,0.19,3,UK,iHerb,1,1,7,2,1,0.7773816395515158
310,06-04-2020,Vitamin C,Vitamin,178,27.86,4959.08,0.2,1,UK,Walmart,1,1,9,1,1,0.7770705382848474
311,06-04-2020,Fish Oil,Omega,152,42.83,6510.16,0.06,0,USA,Amazon,0,0,5,0,2,0.7782499083099486
